participant_id,condition,explore_dur_mean_mean,explore_dur_mean_sd,explore_dur_median_mean,explore_dur_median_sd,exploit_dur_mean_mean,exploit_dur_mean_sd,exploit_dur_median_mean,exploit_dur_median_sd,pct_time_exploit_mean,pct_time_exploit_sd,n_transitions_mean,n_transitions_sd,total_collected_mean,total_collected_sd,time_to_first_resource_mean,time_to_first_resource_sd,inter_resource_mean_mean,inter_resource_mean_sd,collection_rate_mean,collection_rate_sd,path_length_mean,path_length_sd,coverage_entropy_mean,coverage_entropy_sd,heading_variability_mean,heading_variability_sd,patch_leaving_distance_mean,patch_leaving_distance_sd,levy_alpha_mean,levy_alpha_sd
16,Clumpy,3.52482,1.37134,2.1005,0.692856,2.8759,1.20774,2.0478,0.600859,45.2831,13.9285,19,4.89898,390.4,149.781,18.4304,16.3055,0.105716,0.0258435,6.50602,2.49624,5005.98,1470.37,6.20083,0.361765,16.4314,1.2979,32.2585,4.29444,1.62439,0.0110287
18,Diffuse,3.66203,8.09627,3.6574,8.09884,34.0379,18.8348,32.6668,21.2526,93.7152,13.4175,4.2,5.01996,133.6,10.8766,0.035,0.0518411,0.45363,0.0396954,2.22698,0.181392,3446.56,2.46982,6.54308,0.235241,14.2097,2.30244,11.269,6.32761,1.34667,0.00398271
25,Clumpy,3.41662,1.55962,2.6457,1.46531,2.86858,0.635896,2.1795,0.106263,45.9811,16.7034,18.8,4.86826,361.8,127.792,10.4458,13.4393,0.135367,0.0283591,6.02992,2.12982,4605.99,844.412,5.98862,0.450979,13.8702,1.88987,35.5839,3.65437,1.62075,0.0149074
26,Clumpy,5.26266,7.35465,3.2815,5.55972,3.4515,1.50518,2.7534,0.452105,51.7939,25.035,18,9.19239,439,189.999,8.417,6.11045,0.13294,0.0679354,7.33416,3.16086,3837.22,226.294,5.82359,0.797587,17.3535,4.25725,29.0291,5.33981,1.62132,0.012639
39,Clumpy,3.63902,1.96387,1.9885,1.36391,5.07001,1.80029,3.6498,2.21362,57.2468,18.796,13.8,3.83406,493,184.95,18.2126,14.8086,0.083689,0.0230187,8.21598,3.08226,4039.67,422.56,5.61258,0.613773,15.2455,1.77049,29.2902,3.08692,1.62897,0.00945467
40,Clumpy,2.91435,0.979389,2.0016,0.952014,2.13488,0.516584,1.9489,0.153158,42.8416,12.3375,23.2,3.63318,395.6,123.85,11.6874,8.75174,0.125674,0.0415135,6.593,2.06406,5804.38,2226.67,5.97978,0.556936,14.6698,1.88515,31.9761,3.08109,1.62669,0.00979109
41,Clumpy,2.88293,1.96165,0.6623,0.504304,3.51614,0.649281,2.2377,0.869088,58.3388,16.8876,19.8,6.97854,417.8,99.5776,14.118,14.1073,0.100598,0.0146155,6.98473,1.66654,3776.94,141.62,5.42411,0.778584,21.9222,2.30384,24.706,5.6113,1.62668,0.0137304
43,Diffuse,0.03475,0.042719,0.0405,0.0535319,42.4693,20.6577,42.1912,21.0661,99.8479,0.219452,2,2,124.6,12.5419,0.0568,0.108077,0.484573,0.0447553,2.07793,0.208881,3798.82,787.535,6.54306,0.259384,9.12362,0.400915,18.3155,8.69741,1.33864,0.00864695
44,Diffuse,0.0163,0.0202287,0.0143,0.0158335,44.9854,21.2303,44.859,21.4545,99.918,0.148223,2.6,2.60768,129.8,10.5214,0.189,0.248335,0.463688,0.034237,2.16325,0.175336,3440.49,5.3956,6.47486,0.208177,14.4977,2.43857,11.7458,11.512,1.3459,0.0064258
48,Diffuse,10.4773,23.3567,10.4688,23.3614,41.3331,25.9717,42.3958,24.9644,82.185,39.5204,1.8,1.78885,130.6,10.3827,0.343,0.181224,0.457885,0.0336842,2.18335,0.169094,3779.19,529.726,6.5634,0.171813,16.7457,1.56237,15.1329,,1.34863,0.00717094
53,Diffuse,0.0109,0.00978775,0.0109,0.00978775,47.9921,16.437,47.9921,16.437,99.9697,0.0336858,1.8,1.09545,125,5.24404,0.1748,0.158162,0.481035,0.0195798,2.08317,0.0873634,6155.83,899.023,6.72802,0.152533,4.87911,1.84742,16.2165,11.2717,1.33298,0.00513247
54,Diffuse,0.0543333,0.0499434,0.0546,0.0505067,30.3469,18.2276,30.3006,18.4454,99.6757,0.395703,4.2,3.03315,121.4,8.98888,0.071,0.0551362,0.495857,0.0388766,2.02324,0.149804,3446.2,7.07291,6.58581,0.30015,10.6573,2.79243,28.254,14.8403,1.34185,0.00908546
56,Clumpy,4.14829,1.66502,1.6398,0.779344,2.99481,0.527055,2.8983,0.808954,42.1821,14.6656,16.4,4.03733,395.6,150.168,20.0526,13.232,0.0882788,0.0148264,6.59297,2.50266,4163.98,571.953,6.26517,0.318269,13.8603,1.69942,38.2728,6.80888,1.62068,0.0203134
57,Clumpy,3.48712,0.905075,1.9965,1.02003,3.95013,0.57735,2.7573,1.41766,52.2596,8.57192,15.4,2.50998,507.8,122.685,9.6752,6.06537,0.0826719,0.0170201,8.46939,2.04667,3841.59,78.1541,5.93897,0.304048,17.7675,1.14969,30.9949,2.34207,1.63294,0.00742805
59,Clumpy,5.33938,2.80494,4.3752,3.67004,6.39626,2.8483,5.3209,5.02414,53.3639,17.3511,10.6,5.02991,568.6,256.237,8.5666,5.7372,0.080106,0.0392438,9.48398,4.25961,3829.68,148.891,5.99322,0.303911,19.5467,1.93862,26.3286,4.63163,1.61854,0.0123652
60,Diffuse,0.0458333,0.0486578,0.0418333,0.0417323,34.9562,22.9505,31.5477,27.6889,99.7445,0.36774,2.2,2.94958,132.2,17.3407,0.2064,0.361568,0.457497,0.0654414,2.20734,0.293857,3589.52,335.203,6.55117,0.19439,11.2158,2.79479,28.1764,16.2418,1.34708,0.0126209
61,Diffuse,8.49873,18.905,8.497,18.906,31.1846,17.2198,29.1931,19.2915,85.3893,32.3289,2.6,1.67332,129.4,6.69328,0.2144,0.230307,0.463633,0.0254268,2.1684,0.115879,3543.59,274.556,6.67431,0.143057,12.4444,0.762243,17.17,2.96725,1.34393,0.00686936
62,Diffuse,0.0430333,0.0299918,0.0435,0.0306757,33.9573,15.1857,35.0036,14.1198,99.8353,0.149522,3,1.41421,127.2,8.37854,0.1108,0.195229,0.472007,0.0340396,2.11997,0.139636,3567.65,264.357,6.68508,0.0891423,8.2623,1.36227,15.5696,14.5335,1.34159,0.0104019
63,Diffuse,6.17777,8.65742,6.171,8.66342,23.1641,20.7166,19.9911,22.9337,79.2347,28.9078,4.6,3.28634,112.2,18.7537,0.6744,0.828469,0.542921,0.094508,1.87381,0.314395,3436.43,9.57224,6.19848,0.256004,14.4104,4.19359,38.5533,24.7044,1.34355,0.00715774
71,Clumpy,2.05107,0.372202,0.6996,0.138995,3.76442,0.962037,2.7293,0.737267,63.1857,5.48673,20.4,4.15933,610.8,110.114,4.673,4.29453,0.0833363,0.0139717,10.212,1.86502,3742.75,48.7993,5.67837,0.144489,17.0798,1.17283,34.7986,4.02892,1.62971,0.00567553
72,Clumpy,3.00238,0.782932,1.4482,0.605205,4.62116,2.37089,3.8152,2.32444,57.0497,15.6106,15.8,4.76445,580,180.614,11.405,7.34395,0.0737802,0.0124754,9.67617,3.01108,3797.53,133.554,5.88352,0.308995,21.4835,2.39534,24.9385,5.23429,1.62591,0.0135687
73,Clumpy,5.54671,2.57748,3.00613,2.52525,3.38115,1.84841,1.67437,0.624155,36.167,17.7968,13.75,6.23832,354.75,217.797,22.2068,18.6472,0.0693044,0.0496034,5.91186,3.62952,5768.77,854.098,6.17655,0.332991,17.8702,0.672204,27.7959,5.33421,1.63557,0.00995742
74,Diffuse,0.0949767,0.0671194,0.0819,0.0475268,27.3073,19.5218,23.9999,21.9063,99.3867,0.595278,5,3.16228,126.6,3.20936,0.1214,0.189116,0.473484,0.0139663,2.1098,0.0534116,3435.07,18.6803,6.28789,0.252384,13.2111,2.34488,20.9909,20.0174,1.35038,0.00933289
75,Clumpy,2.56692,0.920993,1.5294,0.38183,3.33196,1.11236,2.645,0.99329,54.2479,11.705,19.8,5.6745,465.8,148.724,4.9588,2.8257,0.11167,0.0290425,8.0119,2.5729,3709.56,177.731,5.84732,0.288368,14.1837,1.29405,32.2305,1.8337,1.62547,0.00665499
80,Diffuse,0.06981,0.0586734,0.0671,0.0568203,29.3343,19.0585,27.0873,21.4941,99.613,0.380674,4.6,3.28634,121.6,12.8374,0.1628,0.166579,0.498175,0.0526286,2.0264,0.213934,3794.92,527.643,6.32277,0.332615,16.8944,4.24695,9.9976,10.2846,1.34499,0.00600399
82,Clumpy,2.49599,0.847335,1.2104,0.573506,5.53283,1.75817,3.0531,1.75243,65.8025,5.72723,16,7.87401,656.2,92.2887,8.33,8.49527,0.0719946,0.0190263,11.0671,1.64322,3691.54,53.9326,5.63887,0.327923,19.0006,0.931498,25.4929,4.96726,1.62917,0.0126669
85,Diffuse,0.0092,0.00432435,0.0092,0.00432435,59.9978,0.00420714,59.9978,0.00420714,99.9847,0.00720621,1,0,134,9.38083,0.2142,0.232059,0.448068,0.0292368,2.23307,0.15632,4153.48,968.746,6.80299,0.0949795,10.6185,1.51647,,,1.34399,0.0101749
88,Clumpy,1.79505,0.836614,1.0246,0.448501,2.37404,0.469534,2.0068,0.264209,57.3814,11.4574,29.2,7.25948,379.6,52.4433,6.3348,6.50561,0.132325,0.0315804,6.36445,0.887313,3772.02,137.389,5.33067,0.625991,17.4081,3.08293,34.8451,3.39414,1.623,0.00748532
89,Clumpy,4.00384,2.00787,1.7083,1.81594,3.87598,1.67918,2.4585,2.54745,49.6927,9.77385,16.6,7.63544,474,145.59,14.0174,6.22647,0.0949465,0.0289756,7.9011,2.42441,4437.28,629.842,5.61778,0.616198,21.8541,1.46241,22.7968,10.7079,1.63199,0.00668574
90,Clumpy,3.92759,2.34925,2.3579,2.12439,2.6109,1.10369,2.0542,0.614242,42.9375,21.8407,19.4,8.84873,357.8,227.736,8.2866,7.13792,0.147207,0.0768894,6.12313,3.86545,3828.64,222.923,5.96048,0.613434,17.2838,4.12757,30.5907,7.41604,1.62718,0.00936895
92,Diffuse,9.98157,17.7453,8.3045,18.296,23.934,8.58849,23.8618,8.72183,77.4181,31.8127,3,1.41421,119,7.87401,0.4916,0.495796,0.498589,0.0345143,1.98762,0.133942,5078.99,1522.9,6.2579,0.430343,16.7812,1.41442,27.0645,35.8455,1.33558,0.00801383
94,Diffuse,0.0626333,0.0573985,0.0529,0.050998,32.3353,17.3278,31.7146,18.2739,99.6537,0.436941,4,3,108.6,7.4364,0.279,0.24694,0.54644,0.0404161,1.80994,0.123923,3439.05,3.32276,5.94401,0.0653485,16.3489,0.86851,19.3669,16.2966,1.34036,0.00645929
95,Diffuse,0.0286333,0.0326136,0.0191,0.0173652,29.9723,17.3368,27.0905,19.6671,99.8633,0.168561,3.8,1.78885,122.8,11.8828,0.1222,0.194632,0.491529,0.0458826,2.04657,0.197888,3447.76,3.96237,6.69094,0.232471,11.9216,3.24963,20.8381,10.8097,1.34214,0.0049273
96,Diffuse,4.1553,9.2675,4.1553,9.2675,49.7528,22.8916,49.7528,22.8916,85.9464,31.3847,1.4,0.894427,124.4,8.38451,0.1358,0.159738,0.481769,0.034362,2.07948,0.134418,3557.2,272.511,6.62837,0.266809,11.0391,2.4117,20.5183,,1.33794,0.00257952
97,Diffuse,0.0904,0.141417,0.0904,0.141417,41.9144,16.5107,41.9144,16.5107,99.7024,0.474052,2.2,1.09545,129.2,12.1532,0.1254,0.190399,0.468244,0.0460454,2.15307,0.202446,3444.4,8.49173,6.68838,0.214563,11.7835,3.48481,13.1229,10.5917,1.34511,0.00280636
100,Diffuse,11.3387,25.2789,11.3395,25.2785,34.6382,25.0197,34.2679,25.3035,81.0112,42.1864,2.2,1.78885,125,7.10634,0.1048,0.194218,0.480047,0.0244709,2.08413,0.118766,3426.59,4.81793,6.68263,0.26453,19.463,2.34321,12.8347,5.93215,1.3454,0.00890835
102,Diffuse,0.357167,0.756514,0.0351,0.0377233,45.6293,20.0877,44.8388,21.4664,98.2526,3.82064,2.2,1.78885,133.6,12.6807,0.2612,0.190118,0.447715,0.038749,2.22823,0.211608,3446.92,2.64294,6.62085,0.19993,9.01147,2.61542,38.7117,27.2875,1.34688,0.00970676
103,Diffuse,0.0304333,0.026951,0.0163,0.00970567,31.9714,16.4513,30.935,17.4354,99.8627,0.148237,3.4,1.67332,114,15.2971,0.1998,0.230769,0.531047,0.0654757,1.89991,0.254885,3915.68,771.255,6.48255,0.333297,14.8281,3.18038,19.1512,21.5194,1.33396,0.00989191
104,Diffuse,0.0389667,0.0328013,0.0365,0.0341431,39.9652,18.7306,38.281,21.1944,99.8677,0.116475,2.6,1.67332,123.4,11.6103,0.0272,0.0186467,0.487589,0.0472028,2.05644,0.193391,3553.07,259.311,6.61582,0.194025,15.0957,1.21033,13.9029,9.70531,1.34151,0.00955419
105,Clumpy,3.68111,1.60938,1.6107,1.09992,6.09532,1.66394,4.5512,2.79047,61.4195,12.8909,11.8,2.77489,537.8,98.7558,7.0854,6.75128,0.0868437,0.0164341,9.01119,1.65822,3745.88,129.193,5.70543,0.453849,19.5787,1.65204,31.8246,12.0137,1.61838,0.00942447
106,Clumpy,7.33548,6.09772,3.0561,1.45348,2.21393,0.391915,2.0751,0.119943,28.9289,15.3747,14.4,6.22896,310.4,103.65,20.2558,19.1977,0.116406,0.0392148,5.17282,1.7273,5460.56,1698.98,6.63392,0.400342,10.5006,1.08752,33.9909,3.73959,1.62407,0.0169708
107,Clumpy,5.19134,7.95138,5.4298,9.42276,1.94788,0.874241,1.5329,0.607529,46.7924,27.671,24.8,12.4579,278,131.356,1.7728,2.25907,0.143659,0.0756596,4.65184,2.19135,3854.28,215.07,5.09379,0.602511,15.8889,1.43537,32.7328,7.83312,1.61803,0.00817971
108,Clumpy,3.29334,3.37416,1.0645,0.585048,2.85301,0.290591,1.8947,0.494899,53.1727,19.0819,22,8.15475,325.2,61.7794,15.1062,15.7858,0.124179,0.0293546,5.41986,1.02964,4065.79,670.651,5.20506,0.960336,21.1138,1.09943,24.8042,6.6743,1.61607,0.018188
109,Diffuse,0.05925,0.08928,0.05925,0.08928,44.9477,17.3798,44.9477,17.3798,99.8125,0.304682,1.6,1.34164,124,9.46044,0.0814,0.10681,0.484558,0.039614,2.06774,0.156676,3448.37,3.51715,6.77584,0.0810882,9.54228,1.02688,35.1071,40.162,1.33852,0.00757157
110,Clumpy,6.72834,3.61259,3.8883,5.49374,1.75838,0.467705,1.6244,0.370418,24.0463,16.3643,15.6,8.79204,184.6,141.802,27.7918,19.5676,0.0814901,0.0257446,3.08504,2.36958,5020.81,904.457,6.65391,0.788261,14.1269,3.77747,32.0407,8.97573,1.63619,0.0120272
111,Clumpy,5.63223,2.17096,3.0367,2.28238,4.45347,1.61911,3.015,0.924467,44.0355,8.00241,12,4.24264,540.4,111.972,9.847,9.56066,0.0821828,0.0257472,9.00575,1.86627,3911.06,70.8885,6.3051,0.275184,17.592,2.77644,19.0129,10.7621,1.62845,0.00662842
114,Diffuse,0.019,0.017224,0.019,0.017224,44.9826,17.3331,44.9826,17.3331,99.9438,0.0615564,1.6,1.34164,129,16.7332,0.427,0.41749,0.468773,0.0725901,2.15142,0.279246,3796.69,787.902,6.54497,0.341886,13.0268,2.05267,12.5878,0.308957,1.34904,0.0119869
118,Clumpy,4.58009,2.40916,1.7436,2.44833,5.95367,2.20652,3.2248,1.30842,55.6978,15.8149,11.4,3.36155,471.8,165.948,7.2972,6.59509,0.0950862,0.0271671,7.86869,2.76515,4271.23,1016.41,5.72991,0.476695,19.7734,1.3761,31.2035,8.07208,1.61729,0.0200843
120,Clumpy,3.60792,1.38693,1.4802,1.17377,5.34351,1.72614,3.7121,2.44233,57.4343,14.8555,12.8,2.58844,696.4,133.358,4.5986,5.69757,0.0663813,0.0069453,11.714,2.28408,3773.41,170.38,6.15213,0.371183,16.8807,1.34726,32.5305,8.50836,1.62714,0.0114526
121,Clumpy,4.70787,1.83382,2.6395,1.79899,4.80208,2.814,3.6222,2.42983,46.0754,23.0006,11.2,2.94958,431,196.331,17.3978,10.9602,0.0795948,0.0328509,7.71098,3.61428,3899.35,794.454,6.05104,0.752245,17.3177,3.15652,32.1555,8.38639,1.63115,0.00558397
122,Diffuse,0.132416,0.0772597,0.068,0.0305532,8.48209,4.65983,6.4933,4.62891,97.8798,1.66972,16.2,7.82304,99.6,12.5419,0.0218,0.0174843,0.612808,0.0787999,1.6599,0.209007,3451.49,8.4026,5.52311,0.388261,18.8316,4.66717,25.5754,13.6288,1.34263,0.0114826
123,Diffuse,1.54632,2.97999,1.53575,2.98693,36.4258,24.0335,33.9155,26.9041,97.2065,4.84522,3.2,3.76829,130.8,13.0077,0.1318,0.115867,0.463327,0.0426621,2.18164,0.217251,3446.33,2.42933,6.4249,0.389084,13.7128,3.5911,28.4954,10.7466,1.34609,0.00825085
126,Diffuse,0.0621844,0.0479236,0.0527,0.0483136,19.6718,10.5109,16.1202,12.8828,99.5073,0.594561,7.4,5.89915,122.2,18.1852,0.028,0.0141421,0.500207,0.0825158,2.03661,0.303092,5893.31,1785.7,6.22711,0.325318,22.4753,5.3513,21.0105,19.0307,1.34675,0.013347
128,Diffuse,0.0597667,0.0539238,0.0505,0.0575413,37.9468,20.5462,37.0681,21.6037,99.741,0.263734,3,2,125.2,10.6395,0.1104,0.206786,0.483013,0.0426622,2.08635,0.177453,3416.78,4.49527,6.53071,0.0877906,19.1779,1.69108,10.6143,5.40328,1.34578,0.00773115
129,Clumpy,5.22789,5.07995,1.25,0.618464,4.55381,2.11772,2.5519,2.47455,49.6987,18.325,14.8,7.98123,453.4,163.839,18.5336,16.2333,0.0757072,0.0389045,7.55631,2.73073,4333.5,717.137,5.80915,0.568428,18.6698,1.0227,28.8374,9.03595,1.62428,0.0149092
130,Clumpy,1.99241,0.320143,1.16437,0.373993,2.50122,0.753892,2.09375,0.532493,54.609,3.96834,27.25,6.39661,393.75,23.9774,9.1655,2.50905,0.12058,0.0170247,6.56153,0.399275,3838.33,56.0453,5.10833,0.292928,19.0352,1.31127,29.635,3.83962,1.62305,0.00744072
131,Diffuse,0.11475,0.158332,0.0565,0.0669751,34.7655,29.2059,33.2046,31.0452,98.6381,2.16953,5.2,6.57267,105.6,17.6011,0.1028,0.198637,0.575958,0.0952697,1.76107,0.294143,3453.89,18.0492,6.22001,0.501523,10.9919,1.94931,26.3275,21.6898,1.32974,0.014452
132,Clumpy,3.24228,2.0966,2.1772,1.56965,3.65071,1.30514,3.0368,1.26439,54.9659,17.6514,17.4,5.02991,522.6,142.676,7.375,8.07735,0.100153,0.0206439,8.99204,2.67447,3964.38,533.312,5.89664,0.571023,13.322,1.00077,31.4292,2.43947,1.63024,0.0121733
133,Diffuse,0.0226,0.0317616,0.0132,0.0111893,51.9802,17.9211,51.9642,17.9569,99.9097,0.170426,1.8,1.78885,121,6.96419,0.2108,0.233718,0.491189,0.0238528,2.01656,0.116039,3438.37,4.41329,6.49538,0.19718,13.0517,0.869667,12.7254,,1.34301,0.004936
135,Diffuse,0.019,0.00783156,0.019,0.00783156,59.9807,0.00767572,59.9807,0.00767572,99.9683,0.0130525,0.8,0.447214,132.6,5.27257,0.2024,0.243194,0.449922,0.0192922,2.21085,0.0875812,3444.76,3.25332,6.84003,0.122592,11.052,1.92258,,,1.34409,0.00892158
136,Clumpy,3.13459,1.98418,1.6999,1.95035,5.47198,1.50693,3.9912,1.79367,62.7495,18.2581,13.8,3.89872,550.8,207.283,10.3534,9.3277,0.0747696,0.0196306,9.17891,3.45424,3746.23,154.344,5.60841,0.550627,21.2878,1.68359,31.8193,13.6101,1.62197,0.0107673
137,Diffuse,0.0337667,0.054426,0.0337,0.0544514,45.9705,19.5243,46.9503,17.954,99.8887,0.183951,2.2,1.78885,130.8,9.52365,0.0146,0.0154532,0.461466,0.0317684,2.17979,0.158672,3441.58,5.80136,6.46531,0.261089,15.566,2.41454,25.1174,17.0823,1.34899,0.00284337
138,Clumpy,2.74595,1.53994,0.7426,0.440417,4.78025,2.63062,3.6924,2.91179,62.8854,4.84116,17.6,6.54217,566.4,95.0858,11.9138,9.37069,0.0751599,0.00497192,9.53813,1.61679,4766.5,773.236,5.60839,0.249244,20.0001,0.637988,28.3684,6.31254,1.62306,0.00971556
139,Clumpy,3.40874,0.833849,2.0344,0.754738,2.96534,1.42443,2.1189,0.124835,43.8091,16.6465,16.8,3.42053,392.4,181.727,3.9868,5.62795,0.14947,0.0532939,7.10273,3.50667,4811.24,1681.77,5.93832,0.428245,12.1314,1.46304,34.1534,3.15954,1.62303,0.018649
140,Diffuse,0.02704,0.0293855,0.0242,0.0255773,44.376,22.3196,45.0982,21.0286,99.8533,0.221497,3,3.4641,130.8,4.54973,0.126,0.200803,0.459054,0.0164732,2.17987,0.0758778,3442.96,4.39434,6.55512,0.183938,15.0088,1.68881,18.1656,12.6516,1.34646,0.00895484
141,Clumpy,2.87764,1.45126,1.526,0.492122,3.12932,0.845172,2.4838,0.584693,52.999,14.2586,20.2,5.35724,359.8,101.574,10.866,10.8827,0.142817,0.0705944,5.99867,1.6928,3842.3,125.121,5.62402,0.681923,10.8741,0.864867,34.1554,4.72365,1.61428,0.0151257
142,Clumpy,3.69675,1.22583,2.7631,1.26408,4.3823,1.66838,2.6981,0.866527,52.9122,17.3801,14,1,597.6,233.917,10.1686,10.8587,0.0873073,0.0265938,9.96094,3.89569,4078.24,486.488,6.20029,0.498752,15.1919,1.49311,34.4969,8.03177,1.62332,0.00977906
143,Clumpy,2.90122,1.89414,1.608,1.51115,6.20121,2.63814,4.6874,3.14198,68.244,13.6816,14.6,6.42651,648.4,198.331,11.8314,8.12294,0.0735539,0.020704,10.8273,3.31852,3813.32,369.018,5.49639,0.354738,21.7959,1.72584,29.4158,6.47189,1.61817,0.0108767
144,Diffuse,11.3766,25.3283,11.3828,25.3249,30.4599,27.4402,29.6699,28.0693,80.5809,42.6979,3.4,3.28634,126,6.36396,0.2546,0.206599,0.475422,0.0234405,2.1055,0.099953,6039.81,2640.17,6.69857,0.121564,11.6725,2.86891,20.8766,15.0208,1.33418,0.0123767
146,Clumpy,2.76578,1.84805,1.2397,0.979147,5.22263,0.473201,2.8748,0.842527,66.6438,16.6247,14.6,3.04959,653.6,106.359,5.4794,3.90992,0.0815764,0.0106962,10.8926,1.77269,3934.21,624.011,5.5182,0.681612,23.3959,3.38961,33.7923,8.67814,1.62597,0.0108192
147,Diffuse,0.01685,0.0218672,0.0166,0.0217468,44.9833,21.2308,44.9156,21.3506,99.929,0.0919006,2.6,2.60768,120.4,16.0717,0.1218,0.196649,0.503245,0.0680327,2.00668,0.267901,3438.2,13.7557,6.57559,0.179058,17.7635,6.58597,10.5955,9.88525,1.3419,0.0156374
149,Diffuse,0.0454,0.0678909,0.0454,0.0678909,47.9547,16.4792,47.9547,16.4792,99.8593,0.232599,1.8,1.09545,128.2,11.3004,0.2288,0.212108,0.470955,0.0396328,2.13666,0.188363,3446.21,3.96638,6.65566,0.0548191,12.2075,1.04402,31.1514,35.5694,1.34788,0.00888741
150,Clumpy,10.5123,10.1071,8.7199,10.873,2.05333,0.277538,1.7839,0.216683,21.9789,11.1191,12.2,6.76018,231.2,107.01,10.3144,8.94729,0.160621,0.121883,3.9129,1.83712,5581.4,1554.96,6.52958,0.408529,15.094,1.22284,35.6475,10.2559,1.61528,0.0142242
154,Diffuse,0.111068,0.100683,0.1022,0.0825784,23.2195,21.1321,19.6079,23.7278,98.7932,1.63967,7.6,5.89915,104.4,11.0589,0.211,0.223335,0.570934,0.0705765,1.73971,0.184267,3442.39,13.8849,5.71886,0.298415,22.5295,3.24225,27.4401,7.23141,1.35286,0.0103611
155,Clumpy,5.71103,5.03074,1.6354,1.04834,4.60006,1.4452,2.7109,0.901815,48.7709,13.881,13.6,7.66812,451,129.815,15.6058,17.2169,0.0909962,0.0329635,7.52097,2.1705,4703.96,1055.24,6.05113,0.361598,16.3146,1.48276,31.9293,8.95991,1.6199,0.0126937
