participant_id,condition,trial,map_id,explore_dur_mean,explore_dur_median,exploit_dur_mean,exploit_dur_median,pct_time_exploit,n_transitions,total_collected,time_to_first_resource,inter_resource_mean,collection_rate,path_length,coverage_entropy,heading_variability,patch_leaving_distance,levy_alpha
4,Clumpy,2,Clumpy_5,2.8468,0.4665,3.50367,0.75,52.5541,18,391,25.201,0.0816641,6.51656,3839.84,5.36832,19.9561,10.318,1.62377
4,Clumpy,3,Clumpy_3,5.009,1.997,3.563,1.234,41.5656,13,471,31.447,0.0607468,7.84948,3937.71,6.28504,20.1554,22.7574,1.63375
4,Clumpy,4,Clumpy_4,2.769,0.417,9.2332,4.8,76.9292,9,793,0.445,0.0747677,13.2142,3627.04,5.39243,21.8972,27.1362,1.63006
4,Clumpy,5,Clumpy_1,12.8,8.232,10.8,10.8,36,4,370,9.133,0.0554634,6.16667,3981.7,6.33943,20.8634,19.57,1.62594
5,Diffuse,1,Diffuse_3,0.135667,0.061,19.866,4.491,99.3217,5,132,0.002,0.451191,2.19982,3452.53,6.33665,14.6903,32.1403,1.36496
5,Diffuse,2,Diffuse_2,,,,,,0,105,0,0.579291,1.7555,3440.3,6.1195,12.2633,,1.32585
5,Diffuse,3,Diffuse_1,1.909,0.1275,8.0395,5.249,80.8112,11,110,0.14,0.545174,1.84282,3436.99,5.85837,18.7264,31.2815,1.3477
5,Diffuse,4,Diffuse_1,0.003,0.003,60,60,99.995,1,109,0.452,0.549435,1.81658,3432.46,6.00618,19.5111,,1.33657
5,Diffuse,5,Diffuse_1,45.466,45.466,13.401,13.401,22.7649,1,127,0.394,0.466472,2.15741,3383.98,6.40281,16.4105,,1.34922
8,Clumpy,1,Clumpy_3,2.54918,1.15,3.1967,2.5835,53.2712,20,396,20.409,0.0889013,6.59912,4428.57,5.65168,18.7339,19.7488,1.61416
8,Clumpy,2,Clumpy_1,4.94471,3.317,4.23333,2.3335,42.3242,12,374,21.389,0.0656836,6.23198,3937.87,6.16187,17.3581,24.2983,1.62333
8,Clumpy,3,Clumpy_4,4.97986,0.283,3.59186,2.616,41.9036,13,465,0.442,0.128269,7.74974,5123.28,6.39226,15.891,25.2571,1.61357
8,Clumpy,4,Clumpy_3,10.9457,3.1915,4.0035,1.392,26.7806,7,355,47.45,0.0338955,5.93675,7592.03,6.64304,13.0582,,1.62611
8,Clumpy,5,Clumpy_2,4.82075,3.8915,9.98,10.493,67.429,7,569,13.784,0.0795458,9.611,3675.22,5.68538,18.1241,6.20366,1.61381
10,Diffuse,1,Diffuse_2,0.026,0.026,29.979,29.979,99.9133,3,128,0.005,0.469866,2.13298,3438.96,6.43441,16.4459,5.38516,1.35995
10,Diffuse,2,Diffuse_3,0.0275,0.0275,29.9755,29.9755,99.9083,3,118,0.123,0.498137,1.96647,3445.94,6.69324,12.7135,7.07107,1.33531
10,Diffuse,3,Diffuse_1,0.009,0.009,60,60,99.985,1,118,0.459,0.506966,1.96637,3425.1,6.40643,19.9625,,1.34512
10,Diffuse,4,Diffuse_3,,,,,,0,131,1.916,0.443023,2.19445,3423.62,6.70041,16.559,,1.34764
10,Diffuse,5,Diffuse_5,21.031,21.031,38.752,38.752,64.8211,1,133,1.015,0.44771,2.22471,3441.21,6.62412,10.6821,,1.34734
11,Diffuse,1,Diffuse_5,0.0413333,0.017,19.9623,23.498,99.7934,5,98,0.05,0.612031,1.63303,3444.29,5.85457,13.9258,5.44283,1.32764
11,Diffuse,2,Diffuse_4,0.005,0.005,60.002,60.002,99.9917,1,115,0.006,0.523395,1.91644,3435.65,6.00353,19.0261,,1.35397
11,Diffuse,3,Diffuse_5,0.0516667,0.033,19.9513,25.521,99.7417,5,116,0.039,0.51827,1.93304,3439.52,6.01552,18.4998,26.9474,1.34313
11,Diffuse,4,Diffuse_5,38.963,38.963,20.838,20.838,34.8456,1,107,0.969,0.55679,1.78927,3436.31,6.23551,15.9577,,1.33597
11,Diffuse,5,Diffuse_1,0.01,0.01,60.001,60.001,99.9833,1,114,0.46,0.519,1.89965,3444.12,6.19745,15.4304,,1.33824
13,Diffuse,1,Diffuse_2,0.0345,0.0345,29.966,29.966,99.885,3,103,0.028,0.58748,1.71664,3411.43,6.26369,21.119,5.38516,1.33627
13,Diffuse,2,Diffuse_3,0.008,0.008,59.999,59.999,99.9867,1,132,0.125,0.44987,2.19974,3446.73,6.69709,12.7393,,1.34715
13,Diffuse,3,Diffuse_2,0.006,0.006,59.999,59.999,99.99,1,129,0.008,0.467305,2.14982,3431.12,6.54161,17.3416,,1.34266
13,Diffuse,4,Diffuse_4,0.28275,0.1425,14.72,9.4405,98.1153,7,134,0.013,0.448368,2.23292,3447.46,6.47049,16.383,14.9039,1.35132
13,Diffuse,5,Diffuse_3,0.01,0.01,59.998,59.998,99.9833,1,130,0.127,0.460333,2.16638,3424.18,6.31914,17.9584,,1.35192
14,Clumpy,1,Clumpy_4,3.5725,3.4755,6.42767,5.8175,64.2756,11,693,0.444,0.0860549,11.5498,4324.71,6.20346,20.5924,30.8531,1.61256
14,Clumpy,2,Clumpy_4,13.8863,2.235,6.011,6.048,30.2101,5,673,0.346,0.0882753,11.2745,3785.14,6.15649,20.7492,37.0135,1.60426
14,Clumpy,3,Clumpy_5,3.274,0.698,8.7266,1.458,72.718,9,724,8.988,0.0702656,12.0661,3658.19,5.2193,24.8272,15.9763,1.62363
14,Clumpy,4,Clumpy_1,19.6875,19.6875,20.625,20.625,34.375,2,379,35.327,0.0527593,6.31667,4003.85,6.14742,18.5439,7.07107,1.63859
14,Clumpy,5,Clumpy_5,5.927,2.778,4.8464,2.374,40.5258,10,357,6.733,0.0639635,5.9705,3939.11,5.88881,21.0216,28.849,1.63158
15,Clumpy,1,Clumpy_5,2.4198,1.708,3.5804,2.7,59.6713,19,575,8.69,0.0892643,9.58301,3787.81,5.77615,14.1848,42.1013,1.60769
15,Clumpy,2,Clumpy_5,4.49217,3.0495,5.50783,5.408,55.0783,11,557,23.789,0.0651079,9.28333,3825.91,5.92887,15.5995,22.6716,1.61466
15,Clumpy,3,Clumpy_3,6.0635,4.646,11.9157,16.498,59.5773,6,735,8.162,0.0501308,12.2498,3789.1,5.82047,16.6304,31.9761,1.64161
15,Clumpy,4,Clumpy_4,0.698692,0.249,4.24317,1.8425,84.8619,24,580,0.449,0.0915579,9.66651,3557.15,4.9837,19.2845,28.059,1.59885
15,Clumpy,5,Clumpy_3,7.2962,3.017,4.7038,1.849,39.1983,9,353,33.198,0.0743267,5.88333,3962.09,6.16616,15.9375,26.0525,1.62814
16,Clumpy,1,Clumpy_3,3.699,1.7405,2.3013,1.833,38.3531,19,324,32.297,0.0791115,5.39973,5713.62,6.13042,17.0475,30.1767,1.6383
16,Clumpy,2,Clumpy_4,2.74675,1.734,2.254,1.7415,45.0732,23,399,0.446,0.147023,6.649,3902.91,6.21126,17.8208,29.4903,1.61004
16,Clumpy,3,Clumpy_2,4.2732,2.602,1.7271,1.346,28.7836,19,226,35.213,0.109116,3.76648,7235.2,6.65692,14.8758,32.4339,1.62028
16,Clumpy,4,Clumpy_1,1.6755,1.3825,3.32475,2.4805,66.4917,23,631,2.457,0.0902571,10.5161,3715.22,5.66222,15.23,39.6364,1.63214
16,Clumpy,5,Clumpy_2,5.22967,3.0435,4.77233,2.838,47.7138,11,372,21.739,0.103075,6.19876,4462.93,6.34334,17.1831,29.5552,1.62119
18,Diffuse,1,Diffuse_2,0.004,0.004,59.995,59.995,99.9933,1,135,0.007,0.4455,2.25004,3449.75,6.70863,12.6157,,1.34419
18,Diffuse,2,Diffuse_4,0.027,0.027,29.9725,29.9725,99.91,3,143,0.004,0.420063,2.38337,3443.91,6.53786,13.991,7.61577,1.34883
18,Diffuse,3,Diffuse_3,0.0721429,0.049,8.50457,1.649,99.1589,13,118,0.123,0.511701,1.96545,3448.5,6.1693,18.1784,18.5755,1.35196
18,Diffuse,4,Diffuse_4,18.145,18.145,41.78,41.78,69.7205,1,128,0,0.473762,2.136,3444.92,6.77516,12.6114,,1.3417
18,Diffuse,5,Diffuse_5,0.062,0.062,29.9375,29.9375,99.7933,3,144,0.041,0.417126,2.40004,3445.71,6.52446,13.6521,7.61577,1.34664
25,Clumpy,1,Clumpy_1,4.72367,4.116,2.186,2.191,29.1462,16,317,17.033,0.119297,5.28325,4629.58,6.2606,12.9492,31.7493,1.63379
25,Clumpy,2,Clumpy_2,5.1105,4.258,2.731,2.016,31.8611,14,207,31.101,0.130981,3.44994,5204.74,6.50705,14.2378,34.0313,1.63038
25,Clumpy,3,Clumpy_2,2.25169,1.999,2.36377,2.25,51.2141,25,414,3.2,0.136598,6.89989,3858.08,5.56941,14.2798,39.9983,1.5995
25,Clumpy,4,Clumpy_4,3.52567,1.898,3.53363,2.1495,47.115,16,322,0.448,0.182081,5.36667,5650.06,6.13931,11.3802,38.9289,1.62936
25,Clumpy,5,Clumpy_4,1.47158,0.9575,3.5285,2.291,70.5688,23,549,0.447,0.107876,9.14985,3687.51,5.46675,16.5037,33.2117,1.61073
26,Clumpy,1,Clumpy_3,18.412,13.224,2.3865,2.3865,7.95381,4,156,14.013,0.249052,2.59961,4236.57,7.18953,10.1855,33.3082,1.6349
26,Clumpy,2,Clumpy_2,2.17763,0.9915,6.08386,3.271,70.9689,14,529,7.315,0.0914527,8.81549,3675.57,5.10349,20.0702,20.2019,1.60753
26,Clumpy,3,Clumpy_4,1.59514,0.858,2.69121,2.269,62.7856,27,448,0.447,0.133034,7.46555,3745.68,5.56649,20.3606,32.9153,1.63023
26,Clumpy,4,Clumpy_3,2.18909,0.668,3.26591,3.17,59.87,21,671,5.294,0.0803119,11.1824,3773.17,5.5328,19.4266,28.2418,1.62554
26,Clumpy,5,Clumpy_5,1.93946,0.666,2.83,2.6705,57.391,24,391,15.016,0.110849,6.60774,3755.11,5.72566,16.7244,30.4785,1.60839
39,Clumpy,1,Clumpy_1,4.67029,3.904,4.55283,2.512,45.5215,12,372,20.986,0.0982156,6.19907,4493.76,5.8241,14.502,31.4575,1.63094
39,Clumpy,2,Clumpy_3,4.20389,2.069,2.46378,2.22,36.9511,17,361,41.007,0.0493583,6.01576,3985.98,6.48656,12.5138,24.5287,1.63733
39,Clumpy,3,Clumpy_1,6.053,2.569,7.43375,7.5675,49.5583,8,379,18.168,0.10832,6.31667,4454.29,5.66981,15.9643,32.3619,1.63238
39,Clumpy,4,Clumpy_3,1.33678,0.934,5.33056,3.004,79.9503,17,787,1.974,0.0738092,13.1154,3608.46,4.89612,16.9464,29.8252,1.63152
39,Clumpy,5,Clumpy_2,1.93113,0.4665,5.56912,2.9455,74.2525,15,566,8.928,0.0887416,9.43302,3655.88,5.18632,16.3007,28.2778,1.61267
40,Clumpy,1,Clumpy_5,4.2956,3.558,1.7047,1.933,28.4102,19,417,12.773,0.11351,6.94965,6392.38,6.66338,15.1,27.7338,1.61265
40,Clumpy,2,Clumpy_3,3.33292,1.8925,1.66733,1.8415,33.345,23,375,23.649,0.094123,6.24969,5772.71,6.40861,12.6865,34.9027,1.63485
40,Clumpy,3,Clumpy_3,1.73807,1.533,2.26213,2.136,56.5505,29,596,6.658,0.0854134,9.93284,3813.48,5.79383,13.9079,34.7711,1.62308
40,Clumpy,4,Clumpy_1,2.899,2.0085,2.10133,1.767,42.0239,23,301,14.913,0.150297,5.01633,9213.59,5.76728,13.9784,32.3557,1.637
40,Clumpy,5,Clumpy_4,2.30617,1.016,2.93891,2.067,53.8782,22,289,0.444,0.185028,4.81651,3829.76,5.2658,17.6762,30.1174,1.62589
41,Clumpy,1,Clumpy_2,4.48,1.5205,3.02025,1.7395,40.2687,15,265,37.494,0.0847689,4.41652,3949.02,6.25907,19.2242,22.3174,1.63589
41,Clumpy,2,Clumpy_3,2.14927,0.382,3.6359,2.268,60.5973,20,394,9.44,0.0960585,6.56656,3762.7,5.26975,23.9051,26.821,1.64164
41,Clumpy,3,Clumpy_2,0.656267,0.45,3.58271,2.8915,83.5939,28,536,2.662,0.103241,8.93304,3567.5,4.30695,23.2029,24.6096,1.60631
41,Clumpy,4,Clumpy_1,1.77346,0.267,2.84215,1.066,61.5769,25,453,16.425,0.0949845,7.54962,3751.69,5.21785,23.6666,32.4966,1.62137
41,Clumpy,5,Clumpy_1,5.35567,0.692,4.49967,3.2235,45.6572,11,441,4.569,0.123939,7.45789,3853.81,6.06692,19.6121,17.2853,1.62818
43,Diffuse,1,Diffuse_2,0.003,0.003,59.999,59.999,99.995,1,146,0.008,0.411103,2.43325,3442.38,6.5756,9.52861,,1.35267
43,Diffuse,2,Diffuse_4,0.004,0.004,60.006,60.006,99.9933,1,120,0.004,0.497941,1.99967,3449.94,6.59488,8.99317,,1.33343
43,Diffuse,3,Diffuse_4,0.094,0.117,19.9073,18.795,99.53,5,121,0.015,0.487525,2.01653,3448.42,6.42969,9.10605,24.4655,1.34137
43,Diffuse,4,Diffuse_4,0.038,0.038,29.965,29.965,99.8733,3,113,0.007,0.533071,1.88315,3445.75,6.20253,9.45805,12.1655,1.33218
43,Diffuse,5,Diffuse_1,,,,,,0,123,0.25,0.493225,2.05706,5207.59,6.9126,8.53223,,1.33355
44,Diffuse,1,Diffuse_1,0.0085,0.0085,29.9925,29.9925,99.9717,3,136,0.464,0.440096,2.26659,3435.65,6.51947,17.23,3.60555,1.35625
44,Diffuse,2,Diffuse_2,0.012,0.012,59.99,59.99,99.98,1,124,0.013,0.486715,2.0666,3448.51,6.74032,11.7301,,1.34283
44,Diffuse,3,Diffuse_2,0.006,0.006,59.996,59.996,99.99,1,125,0.007,0.479444,2.08326,3439.93,6.40559,14.2263,,1.339
44,Diffuse,4,Diffuse_1,0.052,0.042,14.9485,14.3165,99.6533,7,119,0.458,0.496331,1.98327,3435.65,6.17129,16.7176,19.886,1.34637
44,Diffuse,5,Diffuse_2,0.003,0.003,60,60,99.995,1,145,0.003,0.415854,2.41655,3442.72,6.53762,12.5846,,1.34504
48,Diffuse,1,Diffuse_5,0.105667,0.063,19.8947,25.208,99.4717,5,118,0.05,0.499769,1.96663,3443.72,6.30988,18.1806,15.1329,1.35196
48,Diffuse,2,Diffuse_1,0.005,0.005,59.996,59.996,99.9917,1,146,0.457,0.409476,2.43329,3433.76,6.54127,16.0677,,1.35905
48,Diffuse,3,Diffuse_1,0.003,0.003,60.005,60.005,99.995,1,132,0.464,0.450321,2.19971,4024.32,6.75019,14.3856,,1.34021
48,Diffuse,4,Diffuse_4,52.259,52.259,6.784,6.784,11.4899,1,125,0.282,0.476852,2.1171,3390.62,6.52275,17.9889,,1.34534
48,Diffuse,5,Diffuse_1,0.014,0.014,59.986,59.986,99.9767,1,132,0.462,0.453008,2.2,4603.51,6.69292,17.1057,,1.34657
53,Diffuse,1,Diffuse_5,0.003,0.003,60,60,99.995,1,124,0.039,0.485602,2.06656,5209.92,6.68155,7.48145,,1.33007
53,Diffuse,2,Diffuse_3,0.011,0.011,29.991,29.991,99.9633,3,117,0.123,0.511328,1.94987,5801.32,6.72635,5.87973,24.1868,1.32856
53,Diffuse,3,Diffuse_3,0.014,0.014,59.987,59.987,99.9767,1,125,0.131,0.479806,2.0833,5796.53,6.56561,4.66826,,1.34147
53,Diffuse,4,Diffuse_1,0.0255,0.0255,29.9815,29.9815,99.915,3,128,0.449,0.467953,2.13284,7579.87,6.97883,2.98213,8.24621,1.33392
53,Diffuse,5,Diffuse_3,0.001,0.001,60.001,60.001,99.9983,1,131,0.132,0.460485,2.18326,6391.53,6.68776,3.38396,,1.33087
54,Diffuse,1,Diffuse_3,0.0095,0.0095,29.9935,29.9935,99.9683,3,117,0.133,0.509569,1.94981,3433.99,6.27102,14.8742,26.3059,1.34978
54,Diffuse,2,Diffuse_4,0.0385,0.0385,29.9615,29.9615,99.8717,3,131,0.01,0.459569,2.18333,3446.79,6.71434,10.2374,8,1.34214
54,Diffuse,3,Diffuse_3,0.009,0.009,59.992,59.992,99.985,1,121,0.126,0.492183,2.01663,3450.01,6.8805,8.37467,,1.33886
54,Diffuse,4,Diffuse_5,0.112,0.116,11.8882,10.424,99.0667,9,109,0.044,0.554713,1.81664,3448.39,6.25589,11.7542,39.0266,1.32818
54,Diffuse,5,Diffuse_5,0.102667,0.1,19.8993,21.132,99.4867,5,129,0.042,0.46325,2.14979,3451.8,6.80731,8.04616,39.6837,1.3503
56,Clumpy,1,Clumpy_5,5.63,2.986,3.43183,2.77,34.3178,12,341,26.033,0.0885676,5.68324,5164.12,6.19979,13.3515,42.6987,1.6554
56,Clumpy,2,Clumpy_2,3.0818,1.4595,2.9183,2.2365,48.6375,19,438,11.132,0.111826,7.29988,3877.11,6.09292,13.4052,32.1277,1.60261
56,Clumpy,3,Clumpy_3,5.006,1.526,2.85071,2.903,33.2567,14,260,33.525,0.0837452,4.33312,4011.95,6.68481,11.534,44.7593,1.61513
56,Clumpy,4,Clumpy_3,1.74967,1.018,3.54618,4.254,65.009,22,637,1.595,0.086305,10.616,3732.81,5.87536,15.143,41.9986,1.61875
56,Clumpy,5,Clumpy_5,5.274,1.2095,2.227,2.328,29.6894,15,302,27.978,0.0709502,5.03266,4033.92,6.47299,15.8676,29.7795,1.61152
57,Clumpy,1,Clumpy_5,2.5165,0.8995,3.4837,2.4505,58.0597,19,503,12.128,0.094747,8.38305,3791.32,5.54894,17.0776,28.9154,1.63816
57,Clumpy,2,Clumpy_1,3.558,1.597,4.505,5.267,52.5592,14,664,2.244,0.0637768,11.0669,3842.14,6.26667,16.2755,32.4586,1.63649
57,Clumpy,3,Clumpy_5,4.64738,3.427,3.26014,2.084,38.035,14,321,13.327,0.0669813,5.35,3970.14,6.10637,18.0763,34.3255,1.63456
57,Clumpy,4,Clumpy_5,4.04586,2.642,4.52557,2.1,52.7983,13,514,16.326,0.0850858,8.56667,3835.89,6.08229,18.0973,29.0472,1.61987
57,Clumpy,5,Clumpy_2,2.66789,1.417,3.97622,1.885,59.8458,17,537,4.351,0.102769,8.98038,3768.47,5.69057,19.3106,30.228,1.63564
59,Clumpy,1,Clumpy_4,7.5968,4.873,4.4068,1.785,36.7123,9,290,0.452,0.149325,4.83188,3986.8,6.13344,17.0631,26.73,1.60025
59,Clumpy,2,Clumpy_2,2.47667,1.155,7.52433,5.3985,75.2358,11,779,5.556,0.0688175,12.982,3641.83,5.67384,21.3795,33.0958,1.62205
59,Clumpy,3,Clumpy_2,7.6552,6.758,5.30625,2.7205,35.6717,8,287,11.367,0.0693427,4.82345,3965.17,6.37988,17.8921,24.8003,1.61373
59,Clumpy,4,Clumpy_5,2.1015,0.2135,3.8986,2.7225,64.9756,19,755,15.399,0.0591034,12.5831,3728.03,5.69357,20.9347,20.2214,1.63332
59,Clumpy,5,Clumpy_5,6.86675,8.8765,10.8453,13.978,54.224,6,732,10.059,0.0539412,12.1994,3826.59,6.08536,20.464,26.7953,1.62335
60,Diffuse,1,Diffuse_2,0.019,0.019,59.985,59.985,99.9683,1,120,0.057,0.495639,1.99987,4189.09,6.52202,9.41985,,1.34486
60,Diffuse,2,Diffuse_4,0.102,0.09,14.899,4.6735,99.32,7,109,0.011,0.551611,1.81655,3438.81,6.26275,15.6166,16.6916,1.32596
60,Diffuse,3,Diffuse_3,0.0165,0.0165,29.9845,29.9845,99.945,3,137,0.116,0.434537,2.28326,3447.68,6.63753,9.96285,39.6611,1.35586
60,Diffuse,4,Diffuse_2,,,,,,0,144,0,0.415465,2.40746,3436.13,6.53847,12.2958,,1.35309
60,Diffuse,5,Diffuse_3,,,,,,0,151,0.848,0.390235,2.52957,3435.9,6.79509,8.78389,,1.35561
61,Diffuse,1,Diffuse_1,0.1015,0.1015,29.8995,29.8995,99.6617,3,134,0.47,0.43812,2.23326,3442.34,6.72237,12.3781,20.5913,1.34718
61,Diffuse,2,Diffuse_5,0.0395,0.0395,29.961,29.961,99.8683,3,137,0.102,0.438493,2.2833,3446.39,6.73717,12.6668,15.6205,1.35443
61,Diffuse,3,Diffuse_2,42.317,42.317,16.098,16.098,27.558,1,130,0,0.46676,2.22546,3361.73,6.71938,12.3299,,1.33809
61,Diffuse,4,Diffuse_1,0.0246667,0.016,19.9757,10.018,99.8767,5,120,0.457,0.496454,1.99997,4030.76,6.77154,11.3615,15.2983,1.33884
61,Diffuse,5,Diffuse_5,0.011,0.011,59.989,59.989,99.9817,1,126,0.043,0.478336,2.1,3436.74,6.4211,13.4857,,1.34111
62,Diffuse,1,Diffuse_1,0.043,0.043,29.9575,29.9575,99.8567,3,136,0.459,0.434267,2.26663,3447.98,6.61087,8.58998,10.7703,1.35095
62,Diffuse,2,Diffuse_4,0.014,0.014,59.986,59.986,99.9767,1,123,0.014,0.482303,2.05,3449.55,6.68371,9.04261,,1.33979
62,Diffuse,3,Diffuse_2,0.0776667,0.08,19.9227,25.154,99.6117,5,115,0.005,0.524333,1.91663,4040.54,6.59189,9.9401,13.0504,1.32533
62,Diffuse,4,Diffuse_5,0.0125,0.0125,29.988,29.988,99.9583,3,129,0.043,0.464898,2.14996,3452.11,6.8104,6.94575,2.23607,1.3504
62,Diffuse,5,Diffuse_5,0.068,0.068,29.9325,29.9325,99.7733,3,133,0.033,0.454235,2.21663,3448.07,6.72852,6.79308,36.2215,1.34149
63,Diffuse,1,Diffuse_4,0.0466,0.016,11.953,3.535,99.6117,9,99,0.008,0.600949,1.65006,3422.35,5.93911,21.6321,27.9971,1.34954
63,Diffuse,2,Diffuse_4,0.003,0.003,59.986,59.986,99.995,1,134,0.003,0.45091,2.23374,3444.63,6.42226,11.8526,,1.35084
63,Diffuse,3,Diffuse_5,18.2845,18.2845,11.6065,11.6065,38.8294,3,125,1.999,0.468463,2.09093,3441.9,6.30961,12.2377,20.8806,1.33871
63,Diffuse,4,Diffuse_1,0.05275,0.0495,14.9468,7.5,99.6483,7,88,0.462,0.676103,1.46672,3442.59,5.90616,14.5481,66.782,1.334
63,Diffuse,5,Diffuse_5,12.502,12.502,17.328,17.328,58.0892,3,115,0.9,0.518177,1.92759,3430.68,6.41528,11.7817,,1.34467
71,Clumpy,1,Clumpy_2,2.05885,0.6,2.76975,2.2175,55.3932,24,457,10.121,0.0748904,7.61641,3820.23,5.88552,16.4233,34.5211,1.63103
71,Clumpy,2,Clumpy_5,2.54022,0.916,4.08967,2.917,61.6853,17,635,4.783,0.0853344,10.642,3749.97,5.63674,17.6863,39.4634,1.63725
71,Clumpy,3,Clumpy_4,1.64975,0.7245,3.65645,2.334,67.0149,22,543,0.449,0.104983,9.04729,3720.1,5.48284,18.6225,36.3669,1.62817
71,Clumpy,4,Clumpy_4,2.27638,0.5585,5.22387,3.944,69.6493,15,700,0.446,0.0835279,11.6663,3689.02,5.70292,17.111,35.2046,1.62152
71,Clumpy,5,Clumpy_1,1.73015,0.699,3.08233,2.234,62.1856,24,719,7.566,0.0679457,12.0881,3734.4,5.68382,15.5558,28.4372,1.6306
72,Clumpy,1,Clumpy_1,3.02655,1.339,2.6708,2.127,44.5133,20,380,23.823,0.0935066,6.33333,3912.43,6.01289,18.2763,25.8058,1.62362
72,Clumpy,2,Clumpy_5,3.48033,2.2145,6.51983,6.356,65.1972,11,706,7.278,0.0746894,11.7665,3731,5.73735,20.2073,33.5155,1.60949
72,Clumpy,3,Clumpy_2,2.1935,1.5225,7.8065,6.273,78.065,11,768,6.994,0.0685046,12.8,3619.15,5.45709,21.4003,23.2467,1.6236
72,Clumpy,4,Clumpy_1,4.028,1.627,2.95613,1.533,39.4801,16,395,6.506,0.0595127,6.59421,3944.53,6.28366,24.3156,19.9753,1.64727
72,Clumpy,5,Clumpy_5,2.28355,0.538,3.15255,2.787,57.9929,21,651,12.424,0.0726877,10.8868,3780.54,5.92661,23.2178,22.1495,1.62557
73,Clumpy,1,Clumpy_1,8.83933,5.4915,1.3936,0.951,11.6126,10,76,48.527,0.0162267,1.26658,6530.44,6.66332,17.0898,26.0768,1.64106
73,Clumpy,2,Clumpy_1,3.09258,0.6235,2.30145,1.618,42.1919,23,376,4.912,0.136141,6.26646,4637.49,6.02678,17.6482,25.1473,1.64271
73,Clumpy,3,Clumpy_5,,,,,,,,,,,,,,,
73,Clumpy,4,Clumpy_1,6.2925,4.8615,4.4512,1.653,37.0865,10,359,19.992,0.0613128,5.98224,6314.27,6.09882,18.0594,24.2417,1.62099
73,Clumpy,5,Clumpy_5,3.96243,1.048,5.37833,2.4755,53.7771,12,608,15.396,0.0635371,10.1322,5592.86,5.91726,18.6835,35.7179,1.63754
74,Diffuse,1,Diffuse_3,0.1698,0.133,11.8312,9.607,98.5851,9,126,0.125,0.473992,2.09983,3455.41,6.27113,10.7949,50.0443,1.36142
74,Diffuse,2,Diffuse_2,0.054,0.054,29.951,29.951,99.82,3,131,0.01,0.456285,2.18297,3448.3,6.55467,10.9894,10.0499,1.34339
74,Diffuse,3,Diffuse_4,0.15775,0.1085,14.8432,11.3285,98.9484,7,122,0.016,0.495058,2.0332,3421.79,5.8995,14.9666,5.84162,1.34149
74,Diffuse,4,Diffuse_2,0.0793333,0.1,19.923,9.125,99.6034,5,127,0.008,0.472889,2.11642,3410.35,6.25003,16.0637,18.0278,1.35939
74,Diffuse,5,Diffuse_1,0.014,0.014,59.988,59.988,99.9767,1,127,0.448,0.469198,2.1166,3439.52,6.46412,13.241,,1.3462
75,Clumpy,1,Clumpy_3,1.94513,1.448,2.20221,2.157,51.3781,28,384,9.657,0.128068,6.39915,3847.04,5.43266,14.4154,32.7051,1.63217
75,Clumpy,2,Clumpy_1,3.0009,2.163,3.33233,1.899,49.985,18,375,4.823,0.0985241,6.25,3861,5.95472,15.3746,30.0492,1.62444
75,Clumpy,3,Clumpy_2,2.15075,1.3975,2.84975,2.6485,56.9893,23,536,2.339,0.106757,8.93244,3807.37,5.88583,13.8107,31.8954,1.61537
